Date	montant de ventes
2019-07-16	1991.42
2019-07-16	3570.66
2019-07-16	6589.13
2019-07-16	602.8
2019-07-16	1161.98
2019-07-16	5188.98
2019-07-16	2705.96
2019-07-16	6640.97
2019-07-16	10767.19
2019-07-16	5234.16
2019-07-17	2020.81
2019-07-17	2960.98
2019-07-17	3304.82
2019-07-18	10354.0
2019-07-18	89.22
2019-07-19	3784.4
2019-07-19	7694.71
2019-07-19	1542.77
2019-07-19	5276.47
2019-07-20	11231.58
2019-07-20	4143.78
2019-07-20	4945.4
2019-07-20	6226.84
2019-07-20	2552.53
2019-07-21	5222.76
2019-07-21	5104.13
2019-07-22	656.44
2019-07-22	3574.03
2019-07-22	5020.67
2019-07-22	9875.18
2019-07-22	9530.77
2019-07-22	2716.65
2019-07-22	2733.54
2019-07-22	10896.79
2019-07-22	11745.96
2019-07-22	10693.21
2019-07-24	9583.28
2019-07-24	2474.26
2019-07-24	11106.7
2019-07-24	3149.24
2019-07-24	3656.0
2019-07-24	10689.68
2019-07-24	2519.89
2019-07-24	7996.51
2019-07-24	6561.17
2019-07-24	5911.76
2019-07-25	9780.25
2019-07-25	6911.26
2019-07-25	7112.57
2019-07-26	3830.08
2019-07-26	1138.44
2019-07-26	2492.1
2019-07-26	170.19
2019-07-26	8333.1
2019-07-26	5445.14
2019-07-26	11823.23
2019-07-26	7146.03
2019-07-26	9945.76
2019-07-27	7783.42
2019-07-27	44.53
2019-07-27	8835.08
2019-07-27	10245.7
2019-07-27	3442.67
2019-07-27	5928.11
2019-07-28	4662.32
2019-07-28	6150.98
2019-07-28	654.89
2019-07-28	8455.93
2019-07-28	4066.78
2019-07-28	2518.44
2019-07-29	9355.03
2019-07-29	313.86
2019-07-29	7004.49
2019-07-29	6380.93
2019-07-30	10751.18
2019-07-30	5832.94
2019-07-30	10762.08
2019-07-30	1595.42
2019-07-31	6522.81
2019-07-31	438.25
2019-07-31	7850.45
2019-07-31	5712.8
2019-07-31	5274.89
2019-07-31	4525.49
2019-07-31	4108.69
2019-07-31	6467.89
2019-07-31	9777.7
2019-08-01	4197.93
2019-08-01	11124.6
2019-08-01	7695.95
2019-08-01	10024.43
2019-08-01	9967.71
2019-08-01	3027.25
2019-08-01	7178.79
2019-08-01	2075.45
2019-08-03	11174.33
2019-08-03	5064.0
2019-08-05	6161.25
2019-08-05	6839.56
2019-08-05	6317.41
2019-08-05	11228.97
2019-08-05	4107.2
2019-08-05	10662.17
2019-08-05	7960.74
2019-08-06	6038.45
2019-08-06	381.79
2019-08-06	1418.31
2019-08-06	10572.93
2019-08-06	8553.91
2019-08-06	4628.69
2019-08-06	10069.28
2019-08-06	10846.12
2019-08-06	10941.21
2019-08-06	1499.69
2019-08-07	7736.37
2019-08-07	251.75
2019-08-07	3642.95
2019-08-07	4741.16
2019-08-07	879.23
2019-08-07	10765.53
2019-08-07	8436.93
2019-08-08	9491.12
2019-08-08	8726.24
2019-08-08	1127.33
2019-08-08	6027.32
2019-08-08	807.82
2019-08-08	7050.88
2019-08-11	7917.76
2019-08-11	3213.23
2019-08-11	1528.48
2019-08-12	7710.67
2019-08-12	6011.09
2019-08-12	5557.44
2019-08-12	11971.49
2019-08-12	2746.4
2019-08-14	9804.85
2019-08-14	1536.95
2019-08-14	6998.33
2019-08-14	8932.14
2019-08-14	11754.5
2019-08-17	8990.64
2019-08-17	10401.1
2019-08-17	8413.03
2019-08-17	6464.39
2019-08-18	11225.76
2019-08-18	591.71
2019-08-18	8905.15
2019-08-18	1992.55
2019-08-18	8072.54
2019-08-18	2678.08
2019-08-18	4062.8
2019-08-18	3847.34
2019-08-18	9271.74
2019-08-18	9504.45
2019-08-19	9395.87
2019-08-19	1577.1
2019-08-19	9759.95
2019-08-19	11436.58
2019-08-19	10761.09
2019-08-19	5192.7
2019-08-19	1001.92
2019-08-20	6074.02
2019-08-21	8762.73
2019-08-21	8120.47
2019-08-21	1996.42
2019-08-21	4649.6
2019-08-21	7342.28
2019-08-21	7203.8
2019-08-21	4904.27
2019-08-21	2775.39
2019-08-21	10669.3
2019-08-22	6152.53
2019-08-22	4000.18
2019-08-22	6782.65
2019-08-22	10928.74
2019-08-22	3696.92
2019-08-22	6023.6
2019-08-22	9026.7
2019-08-22	1835.67
2019-08-22	7578.84
2019-08-23	10972.85
2019-08-23	4515.2
2019-08-23	2385.18
2019-08-23	1459.36
2019-08-23	4372.38
2019-08-23	8977.95
2019-08-23	9775.21
2019-08-24	10113.42
2019-08-24	1047.76
2019-08-24	522.2
2019-08-24	191.4
2019-08-24	1198.32
2019-08-24	7078.26
2019-08-24	8247.76
2019-08-25	175.05
2019-08-26	8132.57
2019-08-26	5696.23
2019-08-26	11249.89
2019-08-26	9334.53
2019-08-26	3367.51
2019-08-26	1945.43
2019-08-26	7476.06
2019-08-26	9963.72
2019-08-26	9964.73
2019-08-26	2767.64
2019-08-27	423.18
2019-08-27	6778.52
2019-08-27	2019.74
2019-08-28	5164.71
2019-08-28	6191.57
2019-08-28	4381.02
2019-08-28	11789.33
2019-08-29	9902.46
2019-08-30	1155.06
2019-08-30	5292.19
2019-08-30	3605.75
2019-08-30	11394.28
2019-08-31	13.18
2019-09-01	8363.45
2019-09-01	11057.39
2019-09-01	4458.47
2019-09-01	2356.87
2019-09-01	7007.42
2019-09-02	7283.51
2019-09-02	4941.59
2019-09-02	4819.05
2019-09-02	2659.89
2019-09-02	5074.01
2019-09-02	2277.21
2019-09-02	2902.44
2019-09-02	10629.53
2019-09-02	7718.32
2019-09-02	4417.19
2019-09-04	7938.61
2019-09-04	7843.01
2019-09-06	2136.4
2019-09-06	9160.75
2019-09-06	6922.84
2019-09-06	8069.0
2019-09-06	9844.96
2019-09-06	1818.05
2019-09-07	3528.4
2019-09-08	6707.42
2019-09-08	2903.46
2019-09-08	5222.15
2019-09-08	3866.65
2019-09-09	506.64
2019-09-09	5773.86
2019-09-09	10134.12
2019-09-09	8047.66
2019-09-10	11295.91
2019-09-10	4502.3
2019-09-10	3502.24
2019-09-11	10926.73
2019-09-11	5626.36
2019-09-12	11535.03
2019-09-12	8774.75
2019-09-12	2847.77
2019-09-12	6460.16
2019-09-12	954.38
2019-09-12	1105.68
2019-09-12	2314.44
2019-09-12	4771.52
2019-09-12	1625.34
2019-09-13	11968.31
2019-09-14	5858.51
2019-09-14	8967.51
2019-09-14	11798.19
2019-09-14	5745.88
2019-09-14	7234.53
2019-09-14	4666.02
2019-09-14	5642.62
2019-09-14	5558.39
2019-09-14	863.46
2019-09-14	1178.92
2019-09-15	8224.28
2019-09-15	1447.49
2019-09-15	9081.43
2019-09-15	650.5
2019-09-15	843.53
2019-09-15	4414.03
2019-09-15	582.24
2019-09-15	9420.25
2019-09-15	2487.62
2019-09-16	10188.68
2019-09-16	7776.16
2019-09-16	2955.6
2019-09-16	1424.7
2019-09-16	6852.19
2019-09-16	487.6
2019-09-16	10233.98
2019-09-16	1850.08
2019-09-16	6942.38
2019-09-17	1483.02
2019-09-17	8926.89
2019-09-17	10440.48
2019-09-17	10783.08
2019-09-17	7102.48
2019-09-17	1455.21
2019-09-17	10161.23
2019-09-17	10943.3
2019-09-17	8535.57
2019-09-17	1537.26
2019-09-18	11702.93
2019-09-19	2662.21
2019-09-19	1210.96
2019-09-19	8060.2
2019-09-19	3789.91
2019-09-19	1668.95
2019-09-20	10096.18
2019-09-20	2426.55
2019-09-20	6146.68
2019-09-20	11092.38
2019-09-20	11211.34
2019-09-20	4733.03
2019-09-20	6407.58
2019-09-20	7870.89
2019-09-20	2927.45
2019-09-20	3399.32
2019-09-21	1231.32
2019-09-21	3328.45
2019-09-21	4150.6
2019-09-21	1973.95
2019-09-21	3906.81
2019-09-21	4725.69
2019-09-21	1767.06
2019-09-21	10593.07
2019-09-21	10267.32
2019-09-22	11907.09
2019-09-22	7695.27
2019-09-22	11790.34
2019-09-22	490.64
2019-09-22	4216.88
2019-09-23	2137.99
2019-09-23	8393.17
2019-09-23	9064.49
2019-09-24	3996.94
2019-09-24	3728.95
2019-09-24	5467.22
2019-09-24	5602.39
2019-09-24	5755.92
2019-09-24	1974.85
2019-09-24	9386.52
2019-09-24	1205.87
2019-09-24	2388.25
2019-09-25	9544.89
2019-09-25	11742.6
2019-09-25	11574.96
2019-09-25	5883.89
2019-09-25	6275.24
2019-09-26	3146.96
2019-09-26	5685.95
2019-09-26	9642.93
2019-09-26	2147.62
2019-09-26	5342.79
2019-09-27	6186.9
2019-09-27	130.46
2019-09-27	11171.3
2019-09-27	10529.92
2019-09-28	9854.18
2019-09-28	6336.68
2019-09-28	6411.79
2019-09-28	4573.88
2019-09-28	10915.8
2019-09-28	4726.23
2019-09-28	11827.53
2019-09-28	1091.31
2019-09-29	4379.2
2019-09-29	1952.76
2019-09-29	3399.69
2019-09-29	1832.18
2019-09-29	2147.99
2019-09-29	6730.29
2019-09-29	7448.5
2019-09-29	6653.97
2019-09-29	4930.94
2019-10-01	11457.77
2019-10-01	9399.07
2019-10-01	8460.68
2019-10-02	2633.34
2019-10-02	10556.89
2019-10-02	2352.86
2019-10-02	10253.12
2019-10-03	2270.39
2019-10-03	3068.28
2019-10-03	9361.03
2019-10-03	371.19
2019-10-03	10063.58
2019-10-03	4959.57
2019-10-03	357.47
2019-10-03	11226.06
2019-10-03	4027.48
2019-10-04	7055.29
2019-10-04	3614.67
2019-10-04	1603.72
2019-10-04	5826.1
2019-10-04	11844.99
2019-10-04	11426.87
2019-10-04	10297.8
2019-10-05	6462.54
2019-10-05	8160.67
2019-10-05	7045.16
2019-10-05	3440.4
2019-10-05	295.4
2019-10-05	621.85
2019-10-05	7995.72
2019-10-05	3439.04
2019-10-05	9154.71
2019-10-05	1122.58
2019-10-06	5654.81
2019-10-07	5641.07
2019-10-07	2082.3
2019-10-09	8854.08
2019-10-09	119.37
2019-10-09	6941.57
2019-10-09	2536.55
2019-10-09	5777.74
2019-10-09	2956.74
2019-10-10	10714.7
2019-10-10	7951.73
2019-10-10	8024.24
2019-10-10	7801.34
2019-10-10	7082.83
2019-10-10	3675.98
2019-10-10	2276.1
2019-10-11	6588.29
2019-10-11	8758.26
2019-10-11	8713.48
2019-10-11	8496.71
2019-10-11	1670.87
2019-10-11	10555.2
2019-10-11	4000.57
2019-10-12	3582.73
2019-10-12	11788.6
2019-10-12	9201.75
2019-10-12	8282.52
2019-10-13	7693.07
2019-10-13	460.82
2019-10-13	5112.5
2019-10-13	2698.71
2019-10-13	8500.22
2019-10-13	5610.54
2019-10-13	8304.9
2019-10-13	2263.64
2019-10-13	9088.88
2019-10-13	2244.5
2019-10-14	9348.33
2019-10-14	8830.0
2019-10-14	700.55
2019-10-14	7340.86
2019-10-14	460.9
2019-10-14	5229.22
2019-10-15	3577.31
2019-10-15	9550.09
2019-10-15	8919.17
2019-10-15	7043.48
2019-10-15	6550.37
2019-10-16	2877.81
2019-10-16	845.15
2019-10-16	7657.67
2019-10-16	1454.73
2019-10-16	7448.48
2019-10-16	8130.04
2019-10-16	6412.74
2019-10-16	3597.9
2019-10-16	6811.36
2019-10-16	5505.46
2019-10-17	8748.75
2019-10-17	2005.31
2019-10-17	8711.14
2019-10-17	6019.15
2019-10-17	3671.61
2019-10-17	8423.43
2019-10-17	6432.48
2019-10-17	9159.66
2019-10-17	5482.46
2019-10-18	8669.19
2019-10-18	5893.39
2019-10-18	5013.29
2019-10-18	1117.95
2019-10-18	3245.48
2019-10-18	10334.43
2019-10-18	8869.54
2019-10-20	6512.42
2019-10-21	9414.56
2019-10-21	5965.56
2019-10-21	1337.12
2019-10-21	11604.8
2019-10-21	106.14
2019-10-21	7215.39
2019-10-21	9698.82
2019-10-21	5847.36
2019-10-22	7948.27
2019-10-23	4247.24
2019-10-23	6856.36
2019-10-23	2424.5
2019-10-23	9056.92
2019-10-23	6822.96
2019-10-23	3459.19
2019-10-23	7010.33
2019-10-24	5215.08
2019-10-24	9414.0
2019-10-24	9455.1
2019-10-24	6624.53
2019-10-24	1159.79
2019-10-24	11173.13
2019-10-24	6547.31
2019-10-24	11981.19
2019-10-25	3462.64
2019-10-25	6247.5
2019-10-25	11912.1
2019-10-25	9384.92
2019-10-25	5363.18
2019-10-25	3439.16
2019-10-26	1725.87
2019-10-26	4495.25
2019-10-27	6501.2
2019-10-27	10709.26
2019-10-27	5146.07
2019-10-27	8540.48
2019-10-27	3061.85
2019-10-28	7624.66
2019-10-29	4374.23
2019-10-29	5659.02
2019-10-29	955.82
2019-10-30	8980.44
2019-10-30	7540.07
2019-10-30	9222.84
2019-10-30	8583.44
2019-10-31	1405.05
2019-10-31	1443.28
2019-10-31	1072.52
2019-10-31	832.49
2019-11-01	3811.01
2019-11-01	2250.56
2019-11-01	377.34
2019-11-01	9837.23
2019-11-01	1462.23
2019-11-01	1621.32
2019-11-01	2257.54
2019-11-01	9193.86
2019-11-01	4622.26
2019-11-01	3332.7
2019-11-02	7430.41
2019-11-02	5064.04
2019-11-02	439.25
2019-11-03	9374.28
2019-11-03	7258.72
2019-11-03	7419.41
2019-11-03	9891.03
2019-11-03	949.15
2019-11-03	422.75
2019-11-04	9705.47
2019-11-04	8671.48
2019-11-04	10865.07
2019-11-04	2091.22
2019-11-04	7252.01
2019-11-04	10037.85
2019-11-04	2612.5
2019-11-04	2013.77
2019-11-04	8433.25
2019-11-05	10240.24
2019-11-05	4696.82
2019-11-05	2115.21
2019-11-05	8743.27
2019-11-05	7159.04
2019-11-05	11782.12
2019-11-05	5589.32
2019-11-06	7309.32
2019-11-06	10816.62
2019-11-08	287.36
2019-11-08	2594.41
2019-11-09	6238.97
2019-11-09	9377.29
2019-11-09	8709.42
2019-11-09	10471.64
2019-11-09	4240.01
2019-11-09	6787.2
2019-11-11	9367.7
2019-11-11	8586.81
2019-11-11	2039.07
2019-11-11	1637.97
2019-11-11	9830.27
2019-11-11	3418.36
2019-11-11	5174.71
2019-11-11	6663.9
2019-11-12	1.55
2019-11-12	10178.07
2019-11-12	1392.4
2019-11-12	8956.77
2019-11-13	5743.1
2019-11-13	8293.39
2019-11-13	34.85
2019-11-13	2737.27
2019-11-13	6385.01
2019-11-13	4056.52
2019-11-13	10430.48
2019-11-13	3549.62
2019-11-15	7172.83
2019-11-15	3562.29
2019-11-15	9152.54
2019-11-15	4905.23
2019-11-16	10062.13
2019-11-16	9846.64
2019-11-16	1034.55
2019-11-16	1255.7
2019-11-16	9389.37
2019-11-16	5022.94
2019-11-16	7642.69
2019-11-16	11736.93
2019-11-17	856.75
2019-11-17	3845.82
2019-11-18	2080.8
2019-11-18	8168.13
2019-11-18	9015.7
2019-11-18	2657.57
2019-11-19	8513.93
2019-11-19	8294.43
2019-11-19	5992.84
2019-11-19	11988.62
2019-11-19	1030.87
2019-11-19	3736.42
2019-11-19	3793.46
2019-11-19	11389.87
2019-11-19	7756.71
2019-11-20	8721.74
2019-11-21	7324.2
2019-11-22	11592.13
2019-11-22	4014.19
2019-11-22	9465.96
2019-11-22	451.8
2019-11-22	4155.25
2019-11-22	10072.18
2019-11-22	11685.83
2019-11-23	11594.23
2019-11-23	6665.76
2019-11-23	2745.7
2019-11-23	11846.85
2019-11-23	8669.13
2019-11-24	7284.5
2019-11-24	5812.41
2019-11-25	7468.46
2019-11-25	1929.16
2019-11-25	9808.66
2019-11-25	5116.2
2019-11-25	5590.49
2019-11-25	11675.11
2019-11-26	8582.24
2019-11-26	1070.6
2019-11-26	4107.18
2019-11-26	5680.18
2019-11-27	5032.94
2019-11-27	2199.44
2019-11-27	6995.12
2019-11-27	2175.97
2019-11-27	7831.73
2019-11-27	1975.58
2019-11-27	2249.82
2019-11-27	10403.12
2019-11-27	1275.81
2019-11-28	4435.41
2019-11-29	11611.77
2019-11-29	7798.56
2019-11-29	4186.68
2019-11-29	9655.61
2019-11-29	11567.75
2019-11-29	4550.17
2019-11-29	9110.91
2019-11-29	5566.15
2019-11-29	7084.26
2019-11-30	6199.3
2019-11-30	2559.27
2019-11-30	5057.62
2019-11-30	1178.27
2019-11-30	512.09
2019-11-30	2829.4
2019-11-30	2495.69
2019-11-30	1174.17
2019-11-30	3589.54
2019-11-30	5445.86
2019-12-01	11914.6
2019-12-01	6678.24
2019-12-01	2704.15
2019-12-01	6792.73
2019-12-01	3328.72
2019-12-01	873.66
2019-12-01	4177.33
2019-12-01	10524.89
2019-12-01	4926.17
2019-12-01	10666.51
2019-12-02	9039.29
2019-12-02	7130.22
2019-12-02	9142.43
2019-12-02	10781.29
2019-12-02	6757.24
2019-12-02	5655.25
2019-12-02	10221.02
2019-12-02	3807.03
2019-12-02	9045.18
2019-12-03	1832.1
2019-12-03	9104.79
2019-12-04	1352.2
2019-12-04	9813.71
2019-12-04	1322.3
2019-12-04	5128.4
2019-12-04	8671.51
2019-12-04	5578.13
2019-12-05	9722.46
2019-12-05	11529.01
2019-12-05	3228.91
2019-12-06	3932.8
2019-12-06	1520.26
2019-12-07	7821.33
2019-12-08	2630.29
2019-12-08	7863.52
2019-12-08	9143.82
2019-12-10	1854.01
2019-12-10	4083.22
2019-12-10	8414.18
2019-12-10	218.75
2019-12-10	10914.55
2019-12-10	11499.86
2019-12-10	9578.62
2019-12-10	1131.1
2019-12-10	930.73
2019-12-10	4988.0
2019-12-11	10971.86
2019-12-11	2626.14
2019-12-11	10802.33
2019-12-11	11909.34
2019-12-11	1426.01
2019-12-11	194.36
2019-12-11	8208.31
2019-12-11	9187.49
2019-12-12	10767.61
2019-12-12	5751.18
2019-12-12	2713.1
2019-12-12	2723.49
2019-12-12	10.57
2019-12-13	8936.13
2019-12-13	2290.22
2019-12-13	5514.7
2019-12-13	1275.39
2019-12-13	3998.93
2019-12-13	10199.15
2019-12-13	3429.67
2019-12-13	3137.92
2019-12-13	7092.31
2019-12-13	50.26
2019-12-14	7193.21
2019-12-14	9796.53
2019-12-15	11432.29
2019-12-15	2720.97
2019-12-16	4786.93
2019-12-16	2044.61
2019-12-16	164.13
2019-12-16	174.42
2019-12-16	9764.13
2019-12-16	6632.68
2019-12-17	1843.5
2019-12-17	8878.44
2019-12-17	6222.43
2019-12-17	4979.5
2019-12-17	4688.38
2019-12-17	8426.78
2019-12-18	11865.16
2019-12-18	6954.67
2019-12-18	2459.94
2019-12-18	9129.84
2019-12-18	10238.58
2019-12-18	7182.36
2019-12-18	10936.07
2019-12-18	3051.41
2019-12-19	4837.82
2019-12-19	8411.72
2019-12-19	10331.7
2019-12-19	457.08
2019-12-19	2863.42
2019-12-20	3842.78
2019-12-20	4916.74
2019-12-20	6845.1
2019-12-20	5533.63
2019-12-20	7176.1
2019-12-20	5654.8
2019-12-21	8898.76
2019-12-21	10339.02
2019-12-21	2843.92
2019-12-21	7217.79
2019-12-21	3202.71
2019-12-22	469.56
2019-12-22	10174.88
2019-12-22	7570.36
2019-12-22	9925.78
2019-12-22	10697.12
2019-12-22	3817.36
2019-12-22	5810.79
2019-12-22	4970.76
2019-12-23	1985.86
2019-12-23	6724.5
2019-12-23	3080.5
2019-12-24	10982.37
2019-12-24	4279.07
2019-12-24	3232.93
2019-12-24	1332.09
2019-12-24	164.29
2019-12-24	3075.65
2019-12-24	5092.57
2019-12-24	1113.58
2019-12-24	4932.93
2019-12-25	3369.83
2019-12-25	11073.13
2019-12-26	3315.89
2019-12-26	9616.32
2019-12-26	329.24
2019-12-26	9144.6
2019-12-27	9514.1
2019-12-27	5478.25
2019-12-27	9918.35
2019-12-27	7682.99
2019-12-27	9728.6
2019-12-27	9911.62
2019-12-27	2113.75
2019-12-27	11643.21
2019-12-28	3678.3
2019-12-28	2437.24
2019-12-28	11769.51
2019-12-28	7162.9
2019-12-28	3234.55
2019-12-28	4936.03
2019-12-28	1604.01
2019-12-29	4778.72
2019-12-29	472.61
2019-12-29	9369.74
2019-12-29	3391.85
2019-12-29	3599.17
2019-12-30	7769.52
2019-12-31	10968.8
2019-12-31	6440.53
2019-12-31	6161.37
2019-12-31	5229.97
2019-12-31	3600.36
2019-12-31	4058.07
2019-12-31	1755.18
2019-12-31	4069.71
2019-12-31	8531.93
2019-12-31	3762.0
2020-01-01	8628.59
2020-01-01	2542.65
2020-01-01	2575.29
2020-01-01	11398.39
2020-01-01	3519.86
2020-01-01	5803.99
2020-01-01	3797.48
2020-01-01	6754.37
2020-01-02	10452.68
2020-01-02	9980.24
2020-01-02	3575.74
2020-01-02	5022.83
2020-01-02	2126.5
2020-01-02	10118.3
2020-01-02	9086.43
2020-01-02	86.11
2020-01-02	2234.88
2020-01-02	1037.55
2020-01-04	4841.61
2020-01-04	10036.35
2020-01-04	9627.56
2020-01-04	5013.25
2020-01-04	517.39
2020-01-04	4285.21
2020-01-04	10677.17
2020-01-05	10375.62
2020-01-05	10314.44
2020-01-06	4922.19
2020-01-06	734.97
2020-01-06	8118.3
2020-01-06	11170.07
2020-01-06	3085.86
2020-01-08	6727.27
2020-01-08	10127.93
2020-01-08	6995.96
2020-01-08	2060.81
2020-01-09	2833.53
2020-01-09	7523.24
2020-01-09	6155.68
2020-01-09	2136.49
2020-01-09	4511.61
2020-01-09	6279.94
2020-01-09	9647.71
2020-01-10	4290.06
2020-01-10	6340.69
2020-01-10	7854.4
2020-01-10	6340.13
2020-01-11	11513.12
2020-01-11	8338.86
2020-01-11	6742.79
2020-01-11	798.27
2020-01-11	3922.22
2020-01-11	7617.7
2020-01-12	3449.35
2020-01-13	6886.91
2020-01-13	9216.2
2020-01-13	3054.17
2020-01-13	6751.6
2020-01-13	9962.39
2020-01-13	11988.01
2020-01-14	5236.35
2020-01-14	1580.86
2020-01-14	2973.91
2020-01-14	3924.51
2020-01-14	3384.26
2020-01-15	10622.76
2020-01-15	7850.84
2020-01-15	5215.65
2020-01-15	3787.21
2020-01-15	3539.93
2020-01-15	9136.06
2020-01-15	7463.75
2020-01-15	10879.79
2020-01-15	1744.74
2020-01-17	10210.65
2020-01-17	7817.42
2020-01-17	8.62
2020-01-17	5201.77
2020-01-17	8815.16
2020-01-17	6654.61
2020-01-17	2948.98
2020-01-17	881.67
2020-01-18	470.69
2020-01-18	9403.61
2020-01-18	2368.71
2020-01-18	8216.77
2020-01-18	9974.78
2020-01-19	11604.82
2020-01-19	193.81
2020-01-19	3321.56
2020-01-19	3060.14
2020-01-19	8841.6
2020-01-19	11252.73
2020-01-19	3476.86
2020-01-20	4569.65
2020-01-20	3710.03
2020-01-20	8056.99
2020-01-20	5490.32
2020-01-20	5756.26
2020-01-20	6918.74
2020-01-20	5493.74
2020-01-21	8780.57
2020-01-21	11664.03
2020-01-21	7544.93
2020-01-21	605.89
2020-01-21	3310.62
2020-01-21	8819.55
2020-01-21	8713.35
2020-01-21	10414.44
2020-01-21	11597.36
2020-01-22	8055.1
2020-01-22	4247.82
2020-01-22	265.99
2020-01-22	6115.38
2020-01-22	4150.8
2020-01-22	1202.72
2020-01-22	10665.55
2020-01-22	10596.32
2020-01-22	3681.8
2020-01-24	6554.82
2020-01-24	4095.9
2020-01-24	1364.52
2020-01-24	4740.09
2020-01-24	3630.34
2020-01-24	5265.37
2020-01-25	10510.68
2020-01-25	5516.49
2020-01-26	11792.05
2020-01-27	1527.14
2020-01-27	3109.39
2020-01-27	5276.37
2020-01-27	9360.68
2020-01-27	5980.89
2020-01-29	3045.41
2020-01-29	10307.57
2020-01-29	9790.39
2020-01-29	11565.71
2020-01-29	8371.61
2020-01-29	1354.75
2020-01-29	9891.1
2020-01-29	11403.47
2020-01-29	190.2
2020-01-30	8356.96
2020-01-30	9934.08
2020-01-30	8352.3
2020-01-30	4069.42
2020-01-30	8979.22
2020-01-30	1834.37
2020-01-30	6819.89
2020-01-30	1265.58
2020-01-30	6215.1
2020-01-30	9148.97
2020-01-31	1875.34
2020-01-31	6988.24
2020-01-31	5682.87
2020-02-01	9985.87
2020-02-02	3338.25
2020-02-04	8779.61
2020-02-04	9621.29
2020-02-06	11708.64
2020-02-06	9931.93
2020-02-06	4284.55
2020-02-06	8372.43
2020-02-06	5369.21
2020-02-07	5232.04
2020-02-07	2530.85
2020-02-07	3457.15
2020-02-07	5053.87
2020-02-07	6296.31
2020-02-08	5365.09
2020-02-08	2519.68
2020-02-08	9420.9
2020-02-08	6379.34
2020-02-08	1048.2
2020-02-08	3535.3
2020-02-08	1505.4
2020-02-08	3772.57
2020-02-08	9552.49
2020-02-08	7075.62
2020-02-09	9876.77
2020-02-09	7756.83
2020-02-10	10505.08
2020-02-10	9368.81
2020-02-10	1422.86
2020-02-10	11820.81
2020-02-10	6442.08
2020-02-11	4564.71
2020-02-11	4247.38
2020-02-11	8973.86
2020-02-12	5443.89
2020-02-12	2744.97
2020-02-13	4809.21
2020-02-13	4161.98
2020-02-13	6942.2
2020-02-13	11516.37
2020-02-13	3251.98
2020-02-13	3867.45
2020-02-13	666.19
2020-02-13	8498.2
2020-02-13	4324.41
2020-02-13	1010.37
2020-02-14	6858.57
2020-02-14	1478.45
2020-02-14	9872.06
2020-02-14	10232.13
2020-02-14	237.13
2020-02-14	980.06
2020-02-14	8764.47
2020-02-14	10951.13
2020-02-14	8443.95
2020-02-14	2493.66
2020-02-15	8613.38
2020-02-15	11006.87
2020-02-15	842.73
2020-02-15	7348.06
2020-02-15	4469.61
2020-02-15	7477.81
2020-02-15	705.75
2020-02-15	6545.86
2020-02-15	560.77
